Student_ID,Gender,DOB,Grade,Attendance,Math_Score,Reading_Score,Science_Score
c373da48-803c-407d-8ea8-3b16de11ad30,Male,2012-05-19,3,87.5,60.0,86.2,93.2
a503b1af-70a9-4826-b920-078b823f7e99,Male,2009-05-04,3,92.7,88.0,65.1,94.4
9cc760ae-3e37-4524-9c7f-205240f34551,Female,2019-04-14,2,93.6,84.2,73.1,81.6
971c9ccc-6894-4c54-9ceb-9e39daf44124,Female,2014-08-06,5,93.2,63.3,61.0,91.7
b102bb1c-d6cd-4733-956b-ea915e57938c,Female,2011-07-25,11,85.2,83.4,88.6,87.9
82750d95-10e5-4620-becf-73874500e54d,Female,2013-09-29,10,90.8,96.2,53.0,58.1
d2a349ab-6ec5-412a-9cd8-d3deb505ff2d,Female,2018-02-04,5,89.4,95.9,85.3,82.4
44f1c2b3-0d98-4df7-adaa-3a85728f5ca7,Female,2014-07-27,8,85.5,86.0,68.9,57.4
de23c5cd-f4da-4009-a0be-032b11ca0d3f,Male,2013-01-06,9,89.9,52.4,52.1,93.5
d9dd8a80-23fd-45be-9eb6-1d017cdf30b9,Male,2013-10-11,3,98.7,93.6,92.7,53.3
c0c4a865-8243-4e05-a09e-7b7f0c718922,Male,2014-10-22,3,79.8,82.9,74.4,99.4
d4db5ef7-72e4-457a-9a4c-3ab066a9baa9,Male,2006-11-02,12,97.6,65.5,80.0,70.0
caf311b7-92d2-444a-9992-24c64cc6d43b,Female,2016-01-06,8,76.3,59.4,86.6,58.5
f4af1f37-ce93-452e-bbf1-bb33b072740f,Male,2014-02-03,12,82.7,55.8,82.8,96.8
b3f91525-cb17-4bae-a029-c3b83a9f1f11,Female,2006-01-26,5,82.2,52.5,86.5,52.3
6970761b-7c68-48a3-be46-2a8aca922035,Female,2007-01-16,9,90.7,87.7,88.1,73.5
74b32686-a212-4894-8654-67888aa39e8c,Male,2015-11-11,3,78.3,61.8,79.5,88.5
270e7a60-a22a-451d-97b3-f078d957a498,Male,2009-01-23,4,97.1,51.2,68.3,65.8
921a4f69-865b-418f-a768-7b4633a30124,Female,2012-11-24,7,95.7,69.9,62.2,76.4
ddd2c78f-49da-4d51-8cf6-b7648f934114,Male,2014-09-27,4,91.3,74.1,95.1,85.0
5622a989-9a64-459e-8114-d40576e75c70,Male,2013-01-25,3,86.5,58.5,98.5,97.6
8f2237d0-f3ca-4b2d-b188-0aa1f4501763,Male,2010-12-30,4,98.3,52.2,67.9,55.1
6cfcc17f-89c5-4bcd-be78-56f1e69cac8e,Male,2006-07-04,1,95.8,59.5,55.6,57.9
1d0516b5-188d-4209-b139-67e4c01b7f74,Female,2012-11-18,9,87.5,84.0,61.1,75.4
3df3df93-bae6-4f32-9b94-ac2591e25a1f,Female,2017-05-09,6,92.5,54.1,83.5,70.9
573c0ff1-c010-4bb0-a6a2-0a0041aa3b02,Female,2008-04-11,2,89.2,77.8,58.6,70.5
530b0451-8b50-4a55-9c45-a3bf17a7bb84,Female,2015-09-02,3,89.7,57.3,89.0,64.8
75c24ad3-98dc-47b1-95e8-af0a9b22ebb1,Female,2008-05-17,2,83.3,59.8,96.2,78.0
5103248b-47b6-4d16-97e7-1399215de0ac,Male,2017-11-16,8,86.6,69.7,98.2,94.2
27467b3f-d69f-4b05-b234-4f21997fb3ed,Female,2014-11-07,2,77.0,55.0,50.5,58.0
154f9a78-224d-4288-8975-839e9636aae3,Female,2011-11-05,10,83.9,58.7,97.9,60.8
c1dbd0c3-4690-41f7-af94-005f1d7658fa,Female,2016-05-11,1,92.4,67.4,87.0,83.5
6e3cb99c-4e5e-40ae-99c5-912e57695e8c,Female,2008-03-22,3,98.8,66.5,54.2,52.8
51728cac-f2a9-4b8e-9fe5-263a5d6ccd37,Male,2006-04-19,11,99.1,87.5,70.8,83.7
8cdf31df-9b59-4659-9d74-604bb6e5a3ea,Male,2011-02-07,9,88.9,53.7,85.0,65.7
363f730b-8972-4e6c-8e7e-00ba92b84a2a,Male,2015-12-12,1,90.2,93.0,97.8,67.9
d83b49d4-fc0e-4164-a047-cd97c75faaac,Male,2006-02-14,10,79.6,90.8,58.2,70.3
67625f43-fe92-4b96-9817-6b58d1b27b64,Female,2010-06-10,6,92.4,88.3,56.4,67.5
2fd42269-fa38-479a-8c26-de5a9e61527e,Female,2016-06-15,11,76.8,65.5,73.6,92.1
8febb293-cca8-4fda-b4a8-893d8ec1bfdc,Male,2016-03-30,8,82.1,91.1,98.4,97.3
5ff75c17-0017-454d-80ec-7fa3fa4c7baa,Female,2010-07-20,9,91.7,59.1,98.6,77.4
0bc97036-e9ed-4275-bcc6-585fcc743720,Male,2015-10-28,12,82.8,56.2,61.4,79.1
3334b884-7256-4c2a-92f8-7e1be21e9437,Male,2007-06-22,3,76.2,52.2,66.0,53.5
079b6ba6-a957-4722-8312-5e6126aa619d,Male,2016-01-24,8,95.8,97.0,95.4,85.7
ac448e92-6e7d-4d28-8329-a3b4b3185a5e,Male,2010-01-22,6,82.8,65.4,86.7,79.2
0a25ee2e-bd90-4794-b44d-c4bedd5e2c3d,Female,2019-01-12,1,76.6,95.9,98.6,52.5
ea16542d-7bc7-4158-a79c-f2284362d3a7,Male,2019-03-23,1,76.9,63.6,94.7,59.9
c0ca6449-05e4-43a6-b497-4a2fe221b3c6,Female,2018-10-27,2,81.3,95.4,60.8,60.1
30714872-e338-43c3-9373-a690f878a734,Female,2015-03-30,8,79.5,95.2,88.0,58.5
7e64a71c-06e6-4a5a-ab6c-89e11aac6bc1,Male,2017-01-10,7,94.4,96.2,52.4,82.9
f1b573f0-f94f-4c59-bb47-3889b632a531,Female,2017-10-29,7,83.0,74.8,90.9,96.4
05da019e-d37e-49e8-88db-af315dd83518,Female,2006-08-07,1,95.1,93.3,80.1,88.1
6456400a-0b63-4195-85f4-fb5ca1ddb83b,Male,2010-04-03,6,79.3,97.5,97.8,73.9
725e5214-cbd9-45f1-8a7d-18a9a1c815ab,Female,2014-12-28,12,87.3,66.2,98.0,70.2
759163fb-b295-4ed0-86af-2fa39c902379,Male,2014-08-06,5,92.2,70.9,52.5,69.3
92940681-b2a0-44d0-9de0-b8bcd81b587f,Male,2013-01-05,8,91.3,86.0,58.0,80.1
8b395235-b2e4-4ed6-bbd6-2800f0ba6265,Male,2018-06-30,10,90.0,65.0,74.2,68.0
2480c65a-2105-4122-9a23-20bc3e88d898,Female,2009-05-05,10,98.1,87.7,94.0,61.3
5f562b9e-0125-4df0-b5a2-ea220fd5d692,Female,2018-03-13,7,80.7,53.7,90.7,80.1
9b2ba393-e343-406b-9c34-ffc5d0a2375f,Male,2013-02-21,11,87.3,76.2,98.2,69.5
f9426cb5-b3b2-47f9-9a21-1352141ae2be,Male,2015-09-29,5,97.1,56.1,80.9,50.7
d081f0f3-c0ca-4f85-8edf-f64dc7235844,Female,2011-02-16,11,76.9,64.7,62.8,51.1
cf2bb6f2-1fa4-4468-b0d1-d8d1513636c5,Male,2009-08-14,3,76.4,62.9,51.3,63.7
0ef65217-5419-4fbe-b080-8c69c9f4387a,Male,2012-07-10,4,80.8,91.9,61.1,75.6
6927795e-a9f0-4c91-b691-a756c22e9313,Female,2007-08-07,1,90.8,59.7,83.8,67.7
77b724ac-979a-4541-9bba-8b2677a3a809,Female,2009-05-21,10,81.5,90.4,96.3,51.2
809dca3f-d331-4993-a1ab-dbad2dafab8c,Male,2006-04-15,6,79.8,89.7,66.0,61.2
9ba9ffff-40cf-4801-b992-64c7c85134cd,Female,2009-04-11,3,86.5,74.9,93.8,54.8
070f08a3-5939-4c1f-bbd3-3738de7de0e6,Female,2010-08-21,3,90.3,61.7,69.7,97.4
2ca88e92-58e6-4626-b5f6-395d68452e9a,Male,2012-06-26,11,81.2,61.3,65.4,65.6
a3cd7097-56c8-4820-8252-4c1c5f2541d9,Female,2016-03-28,11,82.5,73.2,75.4,50.7
0f432fe1-df8d-4931-a80f-2760bd7ad45e,Male,2005-06-01,7,90.3,50.4,72.1,83.0
3981fe6a-6eae-4159-aa4c-b93202e2ce55,Female,2011-10-25,8,98.6,76.6,95.7,61.6
ad9616d5-2fec-4303-8797-9dbaae2de9c0,Female,2012-09-09,6,91.9,97.6,73.4,78.3
a34855dc-6e72-45ad-9faf-b5affcdc9eea,Female,2009-05-22,5,94.6,57.7,63.9,57.5
48a2accb-9ab3-4d35-8892-1ee4f9b06aee,Male,2009-08-22,11,84.2,78.7,92.1,99.2
bd854ee1-e939-4098-a386-705b60d6abc3,Female,2010-07-21,2,81.8,98.1,99.9,98.5
b0fafd86-d44d-4cd1-a08e-6bef9552ff36,Male,2009-09-02,6,86.4,93.0,82.4,82.8
5f20ff29-536e-4ad8-95be-726d0435451a,Male,2011-08-22,5,95.2,92.5,62.5,85.4
dda85ffe-ae1b-41f9-b91b-0102f3f81aa6,Male,2009-05-01,6,86.4,91.1,61.9,71.3
c5478a59-5440-463d-9d91-26c6f6ee3392,Female,2014-10-08,6,96.2,65.5,52.9,98.1
5644f970-9c3b-44a7-afd3-dca77289b250,Female,2005-10-27,7,99.7,94.5,53.9,71.2
83efaf1f-1398-4d03-8049-2a76ce1d9c1f,Male,2011-12-01,2,76.8,97.1,95.7,62.0
6581793e-ec1e-4468-b74f-a24815644308,Female,2008-01-25,7,76.1,74.8,54.8,55.8
5938fbf9-c448-4238-9c8f-559f4c2a6ea0,Male,2019-04-10,3,78.7,67.7,74.2,60.4
5bbce598-ceba-4cfc-a02f-94f06d168c63,Female,2010-03-10,3,84.6,70.7,84.9,78.6
f00b8b9f-f482-4d1c-83cc-95aadcea06f8,Male,2005-12-23,1,78.3,66.7,92.5,62.3
35e4a7dd-5e7b-44ff-a276-e14618e33bac,Female,2006-11-18,10,96.8,60.6,58.6,82.7
363109f7-bc74-4b49-80a4-0e89166aa9c4,Male,2012-03-26,6,75.6,80.9,71.9,69.1
7f76b559-f81b-4f69-a8a3-5f1239cbadf3,Female,2012-03-18,8,82.9,78.1,62.6,94.3
7192a733-e997-4677-bd97-26de153b360f,Male,2005-07-24,9,79.6,73.1,62.8,77.9
8294b597-3022-4ef0-aa2c-28cede0963c9,Male,2014-06-19,9,98.3,54.8,65.2,81.1
4cffcdc3-d2cb-4a2e-8423-781089c396aa,Male,2006-05-29,6,91.7,89.8,79.4,77.8
cc1f023e-ae60-43e6-a16a-767c252bdd5e,Female,2017-06-21,5,97.8,58.7,50.8,94.3
32b05bc0-9a16-4d07-adcb-24982dfa0f30,Female,2012-04-17,5,99.3,55.7,70.4,53.2
bee1197e-752c-4285-a39f-f683ccc40755,Male,2018-11-26,8,87.4,81.2,59.3,53.4
26cefb49-77d2-4271-803e-359088e50f31,Female,2011-02-04,6,80.9,69.9,98.4,85.1
dcfdf102-a928-4823-bad3-67602340ed0d,Female,2007-09-30,11,79.8,53.0,79.1,88.4
1093033d-5139-4a53-819c-d35ddf9ab9c9,Female,2015-08-13,11,80.6,67.8,93.4,71.7
68428199-a4d3-4b56-a2b9-53b7422b72bf,Female,2015-04-25,3,92.7,88.6,59.8,67.6
1928531d-cee8-454d-9bc9-08939fd25226,Male,2009-11-12,2,76.0,80.8,90.5,63.9
270cf0fb-b9fb-4a13-95a9-ba539806290a,Male,2009-10-28,8,76.3,68.1,70.7,61.7
0f67a29b-bfd5-4c24-9790-f88a6fe3703b,Female,2008-02-05,4,90.2,59.6,58.9,95.6
237b63a4-ee79-424f-9723-a880a9a09010,Female,2016-03-08,1,91.1,81.6,88.1,64.8
12d261e4-3ee5-416f-ac92-326053d251e5,Female,2005-05-22,11,91.6,94.4,88.1,82.4
5484bb97-20a9-4646-8ad8-faa01c7627c8,Male,2012-11-01,3,84.3,82.3,99.8,89.4
ea95396d-044b-45ea-ad48-275029882b46,Male,2008-03-30,12,95.1,90.6,89.0,51.1
479e74fc-c423-420e-a3ce-56323c330a72,Female,2005-09-04,9,88.3,76.1,57.3,51.7
8d4c8078-7628-4c38-a95f-18d3bd05b408,Female,2014-09-03,10,77.6,85.9,66.1,66.7
c18a3c43-779b-4bfe-9fd8-4c7a22a41eb9,Female,2013-03-09,3,94.9,94.8,72.6,84.8
1cffefb0-d74b-4e49-8b74-13c96ffb1f4a,Female,2016-02-26,3,98.8,88.7,56.3,63.0
e98f8522-f3f1-493f-aa03-35f272d0c4aa,Female,2017-05-20,7,76.5,95.5,89.4,50.1
a2a6cda2-d35e-4ba6-9413-3dd3475f7690,Male,2008-11-14,3,84.8,71.6,76.3,64.4
f78fda28-a662-4c56-a0c3-fb24b13fa80d,Male,2012-06-07,4,87.2,95.2,97.2,54.5
7c17deeb-9f72-4d63-aefc-5b96987d17d1,Female,2013-07-05,4,78.7,81.1,79.5,61.0
9fb53bba-250e-436e-9de1-0622fba303a9,Female,2017-10-27,2,96.7,93.5,76.1,66.7
9c5a70b1-512f-472d-b327-3eee014d2598,Male,2013-11-11,3,82.1,52.0,53.6,56.4
3a674c7e-6bf4-4ec2-8d09-f033a288cf20,Male,2016-12-03,10,94.6,82.9,57.5,85.3
53edbffa-f113-4136-8c88-bc9bdcd5c6fd,Female,2010-06-04,3,91.8,92.4,92.5,62.8
52d846cc-5309-4da5-9838-654f83e86e5a,Male,2014-03-06,1,90.0,58.7,99.5,83.1
00595981-d45c-481a-9953-c965d997690c,Male,2017-01-30,8,79.8,83.1,70.8,80.0
a2957959-ee36-4946-94dc-cb1cc6e93480,Female,2005-12-03,12,80.5,91.2,90.5,94.9
531e62b2-638c-4036-b3e1-a8cd73079d3a,Female,2018-02-20,4,76.2,64.4,81.4,54.4
a7ffe430-fc4c-4974-8161-b010f9dd37ba,Female,2014-11-04,2,81.0,70.3,98.0,60.7
6d6e1da6-bd51-41a1-83d6-045e9645881e,Male,2005-08-12,7,83.6,78.5,61.9,93.3
a11b8876-e58a-4c8e-8bb0-735312a046ea,Female,2010-11-14,11,95.8,76.0,77.2,91.1
85828d20-b8f3-4672-8552-cf99fda789f3,Male,2010-07-18,10,84.2,52.0,70.4,59.6
e5801c1b-9a7c-4508-bfbc-252d5008766c,Male,2009-07-28,8,93.9,54.9,77.1,55.4
e5fe6c8b-cda2-43aa-8147-ec8a17ec000e,Female,2010-08-21,4,86.0,55.0,63.4,92.8
3b76d211-9218-4a81-845d-d521b00be3ba,Female,2012-06-17,7,94.6,63.1,74.9,58.9
531d2636-076e-4fcb-abf0-df60e2101b01,Female,2012-03-17,2,99.4,62.3,81.2,93.6
ea9fee93-bd32-494e-ab55-a60c43dd4045,Female,2014-04-21,9,81.0,87.1,54.1,98.1
1f005832-034c-4e8c-84f8-99a1292fd77c,Female,2015-06-17,9,96.6,78.6,87.1,61.0
7c20484b-aa14-4536-9911-f44d84b08260,Male,2013-08-30,12,90.5,88.2,85.3,92.0
f1058fb9-ce41-47c4-8d85-4afa67524a93,Male,2009-04-15,4,95.4,53.5,94.0,71.2
b60aad20-a641-4690-a49a-7d0f7f9e8ac8,Male,2017-01-22,1,91.3,74.3,71.3,89.4
ad2cdec8-b6c3-4afb-a3bc-3553fd81ddb2,Male,2005-08-06,7,85.6,66.2,53.1,70.4
5d607214-2bb2-4de7-9a17-e3dda53b216c,Female,2016-09-02,9,80.7,92.5,73.1,53.5
64a81975-ca01-4365-910d-25be4a37cacc,Male,2014-05-28,10,76.8,85.4,56.9,85.6
b2e2694d-de8c-4aeb-964f-d63b24672ae1,Female,2010-08-11,3,88.4,93.5,82.4,57.5
09aa31d0-3897-4da3-8529-1d8bfa82b342,Female,2007-09-17,4,99.8,52.3,52.4,96.4
cf09acac-20a7-488d-a14d-f048694cce85,Female,2005-06-20,7,93.5,86.0,68.7,70.9
84c016fb-63ae-4109-adbf-eda0adf6acc1,Female,2009-04-03,4,83.2,77.0,54.1,54.1
71bfbde7-3b3c-4005-8bd9-b7b7adf3b26a,Female,2008-12-17,11,95.7,91.3,50.2,61.4
5d55f326-8135-4ad9-9adc-054d65cc4fe9,Female,2009-03-13,6,94.2,75.4,98.0,93.1
5b76996b-637e-4b41-bae7-d1960e1daa4a,Male,2012-07-09,10,82.0,77.0,99.8,66.1
fcd70e15-d7b9-4836-b0ec-84ad5ec847c6,Female,2017-07-25,7,75.4,52.6,77.8,92.8
fca39952-4d6a-4e72-952d-652920ce6012,Male,2018-10-23,10,78.0,83.4,61.9,58.6
58fb5f98-f4e3-4175-a4b9-fa55b51d5a2e,Male,2014-02-08,4,96.9,63.7,95.6,73.4
9ffa91c4-82e8-41b3-bb8c-f27e13fb4755,Female,2012-02-17,10,95.9,51.0,96.2,93.9
d1eee44d-c617-4969-938e-09353dd7ee40,Male,2018-07-16,4,82.4,53.3,92.7,52.4
82c3c902-8076-4afe-9f1c-93f9549055ff,Female,2006-10-11,7,82.1,97.9,77.2,65.2
abb1492b-022e-4e56-85c7-8073c01fcb56,Female,2010-03-18,3,94.8,67.3,53.7,95.5
3558b69b-9e74-45dd-8088-291aa23fa8cd,Female,2014-02-25,6,98.4,93.4,54.4,79.8
be7fde30-7409-4795-849a-69a7eb25920c,Male,2013-08-11,4,94.5,98.0,94.8,85.8
3a348ce2-5470-4f1f-99a8-b28df59a272b,Male,2014-08-23,4,90.1,97.2,93.8,92.1
368507b1-28eb-44b0-bf91-f13f13da76b1,Female,2007-01-14,12,81.1,94.1,71.7,76.2
15fed982-adf5-4ed4-b79d-a0160cacbc22,Male,2006-01-08,2,88.1,94.7,66.4,92.3
c03af108-650d-433d-83f5-bccd2d07769e,Female,2006-01-18,10,80.8,64.5,82.2,81.9
543f493b-e99b-4761-a42c-c0eb168081c6,Female,2011-09-24,12,95.2,57.6,90.3,84.3
d0e4ff27-d25f-4143-8227-1818ef4c11be,Female,2006-02-25,1,84.7,82.0,86.6,57.6
decde750-6ae2-496c-a683-5a3a37628786,Male,2016-10-23,9,95.8,74.4,80.8,97.0
835ea0f1-8217-4072-849d-7ec6bdbc9d0d,Male,2013-05-30,4,84.5,54.9,61.6,89.8
b0d289e5-c123-4ece-a51e-bbfea2746da8,Female,2011-03-19,1,95.6,83.9,63.1,62.7
